unique_id,ds,mlforecast_lr
394376,2021-06-30,132941.10266854713
394376,2021-07-31,133777.39081494982
394376,2021-08-31,134628.15887290618
394376,2021-09-30,135584.55726437556
394377,2021-06-30,164344.38478531415
394377,2021-07-31,164914.0325991838
394377,2021-08-31,165769.6663631937
394377,2021-09-30,166718.03595708316
394378,2021-06-30,510165.33801556105
394378,2021-07-31,514123.1828579428
394378,2021-08-31,520167.9989142875
394378,2021-09-30,525617.0635388801
394379,2021-06-30,195611.568064143
394379,2021-07-31,196625.51881401154
394379,2021-08-31,197580.55940157647
394379,2021-09-30,198568.28982334683
394380,2021-06-30,575854.1269541897
394380,2021-07-31,591023.454678
394380,2021-08-31,604564.2554480829
394380,2021-09-30,617629.1759145621
394381,2021-06-30,52231.14993986112
394381,2021-07-31,52040.459931240555
394381,2021-08-31,51865.76686634262
394381,2021-09-30,51499.97248006785
394382,2021-06-30,256505.92515602807
394382,2021-07-31,258552.3979634131
394382,2021-08-31,260816.61205056967
394382,2021-09-30,263150.0366697545
394383,2021-06-30,142106.69477903662
394383,2021-07-31,143447.22954662336
394383,2021-08-31,144889.60121042008
394383,2021-09-30,146356.4063981772
394384,2021-06-30,147002.19341557106
394384,2021-07-31,147982.53241236048
394384,2021-08-31,148918.3332046271
394384,2021-09-30,149941.56070745463
394385,2021-06-30,125206.58159181668
394385,2021-07-31,125987.37957430171
394385,2021-08-31,126809.1828621375
394385,2021-09-30,127608.96814781247
394386,2021-06-30,300619.0726773749
394386,2021-07-31,303987.6251002411
394386,2021-08-31,307392.7606348759
394386,2021-09-30,310116.59826485725
394387,2021-06-30,141085.3462078423
394387,2021-07-31,143161.10212282563
394387,2021-08-31,144992.2469949844
394387,2021-09-30,146788.5908671879
394388,2021-06-30,200414.80362530897
394388,2021-07-31,202645.69290038856
394388,2021-08-31,204737.8642367358
394388,2021-09-30,206847.5117544076
394390,2021-06-30,289067.73303334514
394390,2021-07-31,290762.0652147001
394390,2021-08-31,292452.0280718739
394390,2021-09-30,294196.5753138224
394391,2021-06-30,286901.5420879067
394391,2021-07-31,291659.83530039946
394391,2021-08-31,295974.30709748407
394391,2021-09-30,300198.3972505262
394392,2021-06-30,213040.49438483
394392,2021-07-31,214357.56618983566
394392,2021-08-31,215647.95904411437
394392,2021-09-30,216942.17335093115
394393,2021-06-30,239399.87913386623
394393,2021-07-31,242099.20493511955
394393,2021-08-31,244515.5167378551
394393,2021-09-30,246956.42595732684
394395,2021-06-30,182931.45959191123
394395,2021-07-31,184536.6836508094
394395,2021-08-31,185833.103561285
394395,2021-09-30,187137.37795868056
394396,2021-06-30,84519.30994039407
394396,2021-07-31,84955.06053480512
394396,2021-08-31,85390.37381378474
394396,2021-09-30,85866.5486150906
394397,2021-06-30,90323.98579044832
394397,2021-07-31,91066.52685041825
394397,2021-08-31,91933.28755070834
394397,2021-09-30,92904.22048247891
394398,2021-06-30,112255.78975147294
394398,2021-07-31,111772.20299084584
394398,2021-08-31,111891.39269637881
394398,2021-09-30,112030.16109008068
394399,2021-06-30,459589.86116198177
394399,2021-07-31,470577.9611824463
394399,2021-08-31,481921.8100985485
394399,2021-09-30,492972.4205415184
394401,2021-06-30,149786.06844092632
394401,2021-07-31,149980.4358242546
394401,2021-08-31,150461.30978131766
394401,2021-09-30,150907.33343654132
394402,2021-06-30,365355.45071631396
394402,2021-07-31,374887.1834738488
394402,2021-08-31,383136.1525752331
394402,2021-09-30,392177.2318729433
394403,2021-06-30,74605.09640509186
394403,2021-07-31,74962.4382026897
394403,2021-08-31,75375.99997699377
394403,2021-09-30,75763.02219155208
394404,2021-06-30,578139.0686573982
394404,2021-07-31,585397.0058594239
394404,2021-08-31,592210.5366096431
394404,2021-09-30,598935.6047884077
394405,2021-06-30,672327.2194489548
394405,2021-07-31,686313.1875974657
394405,2021-08-31,698547.3874489823
394405,2021-09-30,710795.3577222945
394406,2021-06-30,175831.5428273427
394406,2021-07-31,176851.4934236082
394406,2021-08-31,177942.4847532558
394406,2021-09-30,179163.57246836374
394407,2021-06-30,584807.3157575289
394407,2021-07-31,596703.5213340605
394407,2021-08-31,606676.0980376536
394407,2021-09-30,615916.1844096342
394409,2021-06-30,70647.02377825981
394409,2021-07-31,70935.72803531826
394409,2021-08-31,71189.38848867273
394409,2021-09-30,71456.0514862496
394410,2021-06-30,239783.8319511349
394410,2021-07-31,244958.32268352906
394410,2021-08-31,248749.14343237045
394410,2021-09-30,252389.40847893717
394411,2021-06-30,186041.88621522958
394411,2021-07-31,187218.79151774297
394411,2021-08-31,188653.86937461892
394411,2021-09-30,189903.38483303325
394412,2021-06-30,496091.3054263788
394412,2021-07-31,503672.41802299494
394412,2021-08-31,511138.1386357146
394412,2021-09-30,518512.6915159496
394413,2021-06-30,255447.85523463698
394413,2021-07-31,256341.98534330638
394413,2021-08-31,257422.83549119259
394413,2021-09-30,258389.8835355221
394414,2021-06-30,274192.76223095664
394414,2021-07-31,275687.37545480113
394414,2021-08-31,277672.88107003865
394414,2021-09-30,279693.8156013047
394415,2021-06-30,497267.42894725734
394415,2021-07-31,505523.2079592174
394415,2021-08-31,512262.58961257664
394415,2021-09-30,519594.2534003462
394417,2021-06-30,127419.73146487871
394417,2021-07-31,127955.53433864756
394417,2021-08-31,128777.73544551065
394417,2021-09-30,129391.08342778037
394418,2021-06-30,378931.8267491395
394418,2021-07-31,384344.3092573407
394418,2021-08-31,388939.09473364527
394418,2021-09-30,393543.07439547876
394419,2021-06-30,221937.80962275254
394419,2021-07-31,222680.85365196603
394419,2021-08-31,223880.7833672567
394419,2021-09-30,225112.40781399707
394421,2021-06-30,130048.89772835287
394421,2021-07-31,132666.0585752307
394421,2021-08-31,134851.373644149
394421,2021-09-30,137096.5720522125
394422,2021-06-30,122059.77518899186
394422,2021-07-31,122738.93210938206
394422,2021-08-31,123464.56157711992
394422,2021-09-30,124177.33740722766
394423,2021-06-30,219054.4395713164
394423,2021-07-31,221498.8265176686
394423,2021-08-31,223737.0339331972
394423,2021-09-30,225990.69957496325
394424,2021-06-30,94174.27174500568
394424,2021-07-31,94663.85282325378
394424,2021-08-31,95417.21802877175
394424,2021-09-30,96150.455860016
394425,2021-06-30,203865.42973184312
394425,2021-07-31,203834.82763589273
394425,2021-08-31,205024.20135592954
394425,2021-09-30,206261.5743110525
394426,2021-06-30,239708.84044874954
394426,2021-07-31,243404.1037926807
394426,2021-08-31,246713.69505099027
394426,2021-09-30,250026.2455566144
394427,2021-06-30,105187.63246880965
394427,2021-07-31,105142.08417098105
394427,2021-08-31,105389.45981304221
394427,2021-09-30,105692.32561095366
394428,2021-06-30,194507.40739449213
394428,2021-07-31,198228.15621730225
394428,2021-08-31,201070.611172651
394428,2021-09-30,203917.6850964586
394429,2021-06-30,352242.3245460997
394429,2021-07-31,356949.9576784941
394429,2021-08-31,360786.71643905813
394429,2021-09-30,364725.61583556706
394430,2021-06-30,167443.56989961496
394430,2021-07-31,169137.23907806637
394430,2021-08-31,170754.7151656822
394430,2021-09-30,172294.38620415522
394431,2021-06-30,134612.05597975763
394431,2021-07-31,135561.76597996993
394431,2021-08-31,136440.3676371696
394431,2021-09-30,137504.37702278892
394432,2021-06-30,160750.71577115922
394432,2021-07-31,161958.87941926258
394432,2021-08-31,162967.48309205385
394432,2021-09-30,163986.73002766544
394433,2021-06-30,165645.2626014669
394433,2021-07-31,167183.94039070798
394433,2021-08-31,168558.3006681726
394433,2021-09-30,169986.764037842
394434,2021-06-30,119416.9867386269
394434,2021-07-31,120061.82466659049
394434,2021-08-31,120786.38949716749
394434,2021-09-30,121533.01052446576
394435,2021-06-30,59059.42268738669
394435,2021-07-31,58802.88798852364
394435,2021-08-31,58683.70167529961
394435,2021-09-30,58872.54204022657
394436,2021-06-30,113489.002427233
394436,2021-07-31,114159.15108825428
394436,2021-08-31,114919.09626013265
394436,2021-09-30,115694.28169839909
394437,2021-06-30,269509.5053792708
394437,2021-07-31,272742.6754305871
394437,2021-08-31,275230.3243723131
394437,2021-09-30,277647.3180245755
394438,2021-06-30,76939.81727618264
394438,2021-07-31,77303.49051039439
394438,2021-08-31,77663.11258841126
394438,2021-09-30,78040.04464761965
394439,2021-06-30,164767.54430289945
394439,2021-07-31,167032.77042903105
394439,2021-08-31,169068.56656488875
394439,2021-09-30,171127.32590242667
394440,2021-06-30,292369.77112756955
394440,2021-07-31,299815.2986860751
394440,2021-08-31,305469.4690275966
394440,2021-09-30,311411.0215506731
394441,2021-06-30,174873.42338610912
394441,2021-07-31,176578.6332223835
394441,2021-08-31,178189.9776211186
394441,2021-09-30,179876.0194486259
394442,2021-06-30,106344.27751620399
394442,2021-07-31,106535.90205983917
394442,2021-08-31,106886.53481009701
394442,2021-09-30,107303.27671818255
394444,2021-06-30,414740.4352919246
394444,2021-07-31,424706.45276696706
394444,2021-08-31,433063.74502355704
394444,2021-09-30,441357.2442253279
394445,2021-06-30,237435.44255786674
394445,2021-07-31,238573.65451506252
394445,2021-08-31,239646.89806603553
394445,2021-09-30,240675.40954008425
394446,2021-06-30,322274.9863456311
394446,2021-07-31,327515.62170529464
394446,2021-08-31,332361.560048149
394446,2021-09-30,337578.34798138874
394447,2021-06-30,177729.80575727508
394447,2021-07-31,179608.63931740413
394447,2021-08-31,181585.57219880374
394447,2021-09-30,183373.32477673507
394448,2021-06-30,121344.33656805409
394448,2021-07-31,122690.21963862509
394448,2021-08-31,123860.99937254125
394448,2021-09-30,125028.38232727372
394449,2021-06-30,180351.64396648953
394449,2021-07-31,181170.13921021583
394449,2021-08-31,182296.59965758683
394449,2021-09-30,183444.84358234802
394452,2021-06-30,235481.04066568153
394452,2021-07-31,238949.86706199037
394452,2021-08-31,242675.62224539468
394452,2021-09-30,246770.43376736256
394453,2021-06-30,213178.6197151887
394453,2021-07-31,215273.6286473787
394453,2021-08-31,217705.7966520163
394453,2021-09-30,220267.37882880593
394454,2021-06-30,160941.78494411992
394454,2021-07-31,162536.37559665745
394454,2021-08-31,164087.4446753888
394454,2021-09-30,165628.63822381204
394455,2021-06-30,109257.7512693117
394455,2021-07-31,110071.32561593881
394455,2021-08-31,111375.10169353342
394455,2021-09-30,112791.40137612825
394456,2021-06-30,92505.92651682167
394456,2021-07-31,93815.96847005753
394456,2021-08-31,94917.1247416279
394456,2021-09-30,95977.49800685613
394457,2021-06-30,321233.5616545538
394457,2021-07-31,326341.04330138775
394457,2021-08-31,330850.80256660195
394457,2021-09-30,335386.37211277994
394458,2021-06-30,293127.040702439
394458,2021-07-31,298390.01069140533
394458,2021-08-31,303013.8953093263
394458,2021-09-30,307594.2940533786
394459,2021-06-30,348423.0900077235
394459,2021-07-31,352091.921182385
394459,2021-08-31,355631.5237703448
394459,2021-09-30,359391.46796152304
394460,2021-06-30,212147.13889487684
394460,2021-07-31,214940.60302061646
394460,2021-08-31,217360.10849420843
394460,2021-09-30,219822.37678837476
394462,2021-06-30,311136.8910424794
394462,2021-07-31,312558.5919505852
394462,2021-08-31,313754.32785925927
394462,2021-09-30,314805.42749793554
394463,2021-06-30,271939.87494284014
394463,2021-07-31,274372.30841356615
394463,2021-08-31,276981.02167438256
394463,2021-09-30,279588.62400199013
394464,2021-06-30,371034.2250401611
394464,2021-07-31,375604.0250006514
394464,2021-08-31,379885.0226931917
394464,2021-09-30,384168.46180738235
394465,2021-06-30,141372.84620900365
394465,2021-07-31,142085.49416033743
394465,2021-08-31,143142.12198856293
394465,2021-09-30,144229.74010257894
394466,2021-06-30,224489.1944470285
394466,2021-07-31,226647.46747525694
394466,2021-08-31,229087.21406562167
394466,2021-09-30,231575.56407143088
394468,2021-06-30,265488.5490605934
394468,2021-07-31,268506.38860849576
394468,2021-08-31,271551.4042260433
394468,2021-09-30,274746.6189443516
394469,2021-06-30,109254.48439382395
394469,2021-07-31,109779.78555640957
394469,2021-08-31,110245.63536198164
394469,2021-09-30,110712.5947684162
394471,2021-06-30,211410.0171782403
394471,2021-07-31,214446.44255710678
394471,2021-08-31,217093.37765153038
394471,2021-09-30,219647.11585955793
394472,2021-06-30,301209.7373133532
394472,2021-07-31,304480.50184545876
394472,2021-08-31,308686.0488497058
394472,2021-09-30,313060.65931177774
394474,2021-06-30,201603.08131451372
394474,2021-07-31,203646.42223502768
394474,2021-08-31,205563.37655193865
394474,2021-09-30,207440.06147157395
394475,2021-06-30,189684.18047292443
394475,2021-07-31,192737.47140726174
394475,2021-08-31,195326.4349644846
394475,2021-09-30,198006.54090787197
394476,2021-06-30,152615.06701612385
394476,2021-07-31,154490.87780384911
394476,2021-08-31,156208.5293077706
394476,2021-09-30,157838.7222941211
394477,2021-06-30,136683.22282961576
394477,2021-07-31,138451.98472790892
394477,2021-08-31,138780.13977002545
394477,2021-09-30,139197.81325772783
394478,2021-06-30,167018.8469670248
394478,2021-07-31,168600.14021113334
394478,2021-08-31,169831.4514189838
394478,2021-09-30,171054.13645550428
394480,2021-06-30,489759.6943340572
394480,2021-07-31,502604.6857934418
394480,2021-08-31,513592.55913889135
394480,2021-09-30,525155.2644266421
394481,2021-06-30,63057.26010684628
394481,2021-07-31,63396.49038974295
394481,2021-08-31,63821.22636687342
394481,2021-09-30,64239.87844706752
394482,2021-06-30,135349.39405335212
394482,2021-07-31,136404.7100550449
394482,2021-08-31,137342.4727830431
394482,2021-09-30,138346.77592021791
394483,2021-06-30,228725.483018159
394483,2021-07-31,229891.27348496864
394483,2021-08-31,231145.69615624013
394483,2021-09-30,232480.1148249256
394484,2021-06-30,414443.40140110557
394484,2021-07-31,423349.2176049104
394484,2021-08-31,430884.58714125084
394484,2021-09-30,439444.4546384435
394485,2021-06-30,229696.29307758986
394485,2021-07-31,232957.16035149325
394485,2021-08-31,235953.6521971115
394485,2021-09-30,238613.92228434057
394486,2021-06-30,186744.2675489998
394486,2021-07-31,189279.8637159216
394486,2021-08-31,191505.88040012034
394486,2021-09-30,193765.02771462227
394488,2021-06-30,143919.90582946694
394488,2021-07-31,145620.35545171058
394488,2021-08-31,147166.6860448458
394488,2021-09-30,148706.0109329485
394489,2021-06-30,200344.3430626421
394489,2021-07-31,202440.0157683278
394489,2021-08-31,204657.04119192535
394489,2021-09-30,206791.37561282056
394490,2021-06-30,130058.99032728007
394490,2021-07-31,130851.45303301798
394490,2021-08-31,131898.07214812568
394490,2021-09-30,132488.88138284726
394491,2021-06-30,193886.62784689764
394491,2021-07-31,194613.62676882843
394491,2021-08-31,195697.2815787355
394491,2021-09-30,196768.8994820519
394492,2021-06-30,253728.49765592726
394492,2021-07-31,257121.75373320008
394492,2021-08-31,260110.26396222884
394492,2021-09-30,263116.77272782015
394493,2021-06-30,331939.91855440574
394493,2021-07-31,337077.2488469715
394493,2021-08-31,341607.398135637
394493,2021-09-30,346137.0929434142
394494,2021-06-30,92140.47052034648
394494,2021-07-31,92836.93671251746
394494,2021-08-31,93610.28333011369
394494,2021-09-30,94413.32331426168
394495,2021-06-30,194312.74311644875
394495,2021-07-31,197688.35653127154
394495,2021-08-31,200566.75113451298
394495,2021-09-30,203358.3801600117
394496,2021-06-30,279152.1969872331
394496,2021-07-31,283342.5504436677
394496,2021-08-31,287315.64769090223
394496,2021-09-30,291272.9654619665
394498,2021-06-30,107950.19394133805
394498,2021-07-31,108973.43265134195
394498,2021-08-31,109695.62731237715
394498,2021-09-30,110462.66485943279
394499,2021-06-30,108283.9645783371
394499,2021-07-31,108710.76388207084
394499,2021-08-31,109417.45802564552
394499,2021-09-30,110124.17527105386
394500,2021-06-30,181339.08237232553
394500,2021-07-31,182820.1046819343
394500,2021-08-31,184036.6135991058
394500,2021-09-30,185321.82821646432
394501,2021-06-30,125196.33661369054
394501,2021-07-31,126997.96598130564
394501,2021-08-31,128705.9066926912
394501,2021-09-30,130561.38246597728
394502,2021-06-30,188041.12587071123
394502,2021-07-31,189338.93400807778
394502,2021-08-31,190717.16897022078
394502,2021-09-30,192152.8298696662
394503,2021-06-30,121263.52656933019
394503,2021-07-31,121850.8077886962
394503,2021-08-31,122597.33731663605
394503,2021-09-30,123328.28515218949
394504,2021-06-30,142291.3031486972
394504,2021-07-31,143050.61172368383
394504,2021-08-31,143943.69228142878
394504,2021-09-30,144875.994495526
394505,2021-06-30,422024.7767309035
394505,2021-07-31,428241.6371435719
394505,2021-08-31,433332.63250223646
394505,2021-09-30,438105.639177979
394506,2021-06-30,126060.06743245773
394506,2021-07-31,126679.61025719534
394506,2021-08-31,127473.94900458909
394506,2021-09-30,128271.01372729623
394507,2021-06-30,146741.66846855136
394507,2021-07-31,147294.52334344562
394507,2021-08-31,148123.6760704438
394507,2021-09-30,148994.72597651155
394508,2021-06-30,282940.9855009048
394508,2021-07-31,285344.2014368242
394508,2021-08-31,287685.13390576193
394508,2021-09-30,289813.71939864295
394509,2021-06-30,213372.0952535207
394509,2021-07-31,216619.7189529008
394509,2021-08-31,219644.4298443916
394509,2021-09-30,222966.06662165845
394511,2021-06-30,157364.23160410492
394511,2021-07-31,158338.6398113119
394511,2021-08-31,159494.034291599
394511,2021-09-30,160719.0705075097
394513,2021-06-30,109726.41433365276
394513,2021-07-31,111467.83111879235
394513,2021-08-31,112947.73029286886
394513,2021-09-30,114829.12936132314
