unique_id,ds,mlforecast_lr
394514,2021-06-30,302311.13828026975
394514,2021-07-31,307686.7123026597
394514,2021-08-31,312581.9874121631
394514,2021-09-30,317513.8925440545
394515,2021-06-30,167363.4605754391
394515,2021-07-31,170334.89442175633
394515,2021-08-31,173174.78819659638
394515,2021-09-30,176102.81052333588
394516,2021-06-30,71733.65899234457
394516,2021-07-31,71994.88838200137
394516,2021-08-31,72307.99809918279
394516,2021-09-30,72654.6481422275
394517,2021-06-30,129431.48882333288
394517,2021-07-31,130078.2134559537
394517,2021-08-31,130780.32724957174
394517,2021-09-30,131456.26317150152
394518,2021-06-30,110022.40366065141
394518,2021-07-31,110764.19609405792
394518,2021-08-31,111471.48872340347
394518,2021-09-30,112208.36615762096
394519,2021-06-30,264995.7578525342
394519,2021-07-31,268386.8935204955
394519,2021-08-31,271621.4365295936
394519,2021-09-30,274773.33256926574
394520,2021-06-30,144104.72020083858
394520,2021-07-31,145050.72812321415
394520,2021-08-31,146045.9263696727
394520,2021-09-30,146971.24721946573
394521,2021-06-30,165708.4198861281
394521,2021-07-31,168136.38799305918
394521,2021-08-31,170321.6640086696
394521,2021-09-30,172529.46189880284
394522,2021-06-30,122709.38174471265
394522,2021-07-31,123414.74611284496
394522,2021-08-31,123973.54656750063
394522,2021-09-30,124425.191941917
394523,2021-06-30,160445.06210923387
394523,2021-07-31,162509.1590371775
394523,2021-08-31,164471.78328327282
394523,2021-09-30,166555.5340299225
394524,2021-06-30,97446.92571598856
394524,2021-07-31,98116.3373556473
394524,2021-08-31,98819.0889317785
394524,2021-09-30,99617.41157929978
394525,2021-06-30,161350.52586811414
394525,2021-07-31,162228.76773334207
394525,2021-08-31,163240.2601339231
394525,2021-09-30,164257.83391312888
394526,2021-06-30,136004.19786078768
394526,2021-07-31,136509.67038603133
394526,2021-08-31,137253.27285602974
394526,2021-09-30,138043.8573751981
394527,2021-06-30,134922.14762075996
394527,2021-07-31,135672.6715282575
394527,2021-08-31,136502.49487957923
394527,2021-09-30,137321.84268397844
394528,2021-06-30,264967.0391197488
394528,2021-07-31,269143.49613546254
394528,2021-08-31,273151.86587389745
394528,2021-09-30,277210.08127698995
394529,2021-06-30,122222.48723411318
394529,2021-07-31,123337.30910310514
394529,2021-08-31,124286.24082155079
394529,2021-09-30,125222.85021853086
394530,2021-06-30,535546.1117875176
394530,2021-07-31,546004.5994415218
394530,2021-08-31,554892.6025342951
394530,2021-09-30,563836.1929541426
394531,2021-06-30,229037.8318351815
394531,2021-07-31,230994.30769383447
394531,2021-08-31,233235.17369588563
394531,2021-09-30,235655.4054753958
394532,2021-06-30,213492.95135435747
394532,2021-07-31,216303.6446391708
394532,2021-08-31,218836.89600073273
394532,2021-09-30,221380.38631394977
394533,2021-06-30,266327.16502761195
394533,2021-07-31,265940.11932143295
394533,2021-08-31,265989.83947883087
394533,2021-09-30,266165.57014871674
394535,2021-06-30,106146.0131967329
394535,2021-07-31,106926.07928923244
394535,2021-08-31,107450.18598338688
394535,2021-09-30,108052.83687273512
394536,2021-06-30,122873.75981200306
394536,2021-07-31,123372.03540712694
394536,2021-08-31,123967.0633747662
394536,2021-09-30,124616.14868972643
394537,2021-06-30,134325.50237347098
394537,2021-07-31,134852.57779501664
394537,2021-08-31,135693.4821512616
394537,2021-09-30,136613.89119088283
394538,2021-06-30,117712.47452310106
394538,2021-07-31,118578.69267978804
394538,2021-08-31,119335.1942288783
394538,2021-09-30,120067.6736091348
394539,2021-06-30,270788.9199789692
394539,2021-07-31,274361.90727066604
394539,2021-08-31,277489.4413112804
394539,2021-09-30,280652.7734072614
394540,2021-06-30,114276.57032936247
394540,2021-07-31,115240.59316217224
394540,2021-08-31,115921.88598917749
394540,2021-09-30,116626.96503974905
394541,2021-06-30,111361.32521218254
394541,2021-07-31,112161.06107888749
394541,2021-08-31,112842.78123776062
394541,2021-09-30,113534.53104769817
394542,2021-06-30,202411.0365910745
394542,2021-07-31,202460.04812459002
394542,2021-08-31,203565.43202369014
394542,2021-09-30,204765.3818463097
394543,2021-06-30,193504.37120009313
394543,2021-07-31,195650.70214745688
394543,2021-08-31,197166.56784077088
394543,2021-09-30,198595.80276016804
394544,2021-06-30,136672.77109624544
394544,2021-07-31,137574.53428744624
394544,2021-08-31,138466.32949247403
394544,2021-09-30,139362.73519931926
394545,2021-06-30,90411.48454179155
394545,2021-07-31,90761.51385807066
394545,2021-08-31,91067.35727388138
394545,2021-09-30,91488.83179177163
394546,2021-06-30,201194.5972079421
394546,2021-07-31,203418.07824025775
394546,2021-08-31,205785.54854577692
394546,2021-09-30,208184.05755795265
394547,2021-06-30,513150.3388589519
394547,2021-07-31,523225.14755082974
394547,2021-08-31,534706.6105198273
394547,2021-09-30,545047.8059041509
394548,2021-06-30,128732.13485510467
394548,2021-07-31,129624.37556968263
394548,2021-08-31,130320.98668243742
394548,2021-09-30,131062.66108211508
394549,2021-06-30,320974.69364390057
394549,2021-07-31,326676.4308511603
394549,2021-08-31,331586.73702098377
394549,2021-09-30,336476.91178649914
394550,2021-06-30,107461.34433935686
394550,2021-07-31,108215.14757877272
394550,2021-08-31,108875.11412028297
394550,2021-09-30,109452.14502713188
394551,2021-06-30,149612.05663408717
394551,2021-07-31,150451.232261058
394551,2021-08-31,151415.18592567375
394551,2021-09-30,152387.60411342426
394553,2021-06-30,233883.86305289256
394553,2021-07-31,238273.87881135667
394553,2021-08-31,243060.63116566563
394553,2021-09-30,247934.644516605
394554,2021-06-30,381389.85872847313
394554,2021-07-31,389663.9218995283
394554,2021-08-31,397543.6029736447
394554,2021-09-30,405965.9426955628
394555,2021-06-30,220097.10696711304
394555,2021-07-31,222993.28698622348
394555,2021-08-31,225550.71749638865
394555,2021-09-30,227949.498461376
394556,2021-06-30,840836.0757855298
394556,2021-07-31,858055.5384033518
394556,2021-08-31,869091.2861089306
394556,2021-09-30,882456.3896807851
394557,2021-06-30,148987.49819559796
394557,2021-07-31,149448.36558581988
394557,2021-08-31,150025.3867457584
394557,2021-09-30,150624.88048643066
394558,2021-06-30,158482.06548702723
394558,2021-07-31,159702.94095820567
394558,2021-08-31,160916.0846941956
394558,2021-09-30,162151.4142756565
394559,2021-06-30,282437.6011032174
394559,2021-07-31,287512.20825345727
394559,2021-08-31,293345.3129770952
394559,2021-09-30,299748.0413345034
394560,2021-06-30,85905.44168492065
394560,2021-07-31,86160.98668315946
394560,2021-08-31,86554.44273056294
394560,2021-09-30,87009.45622475645
394561,2021-06-30,161268.28480132695
394561,2021-07-31,163978.19145758307
394561,2021-08-31,166252.88200305324
394561,2021-09-30,168578.46482114974
394562,2021-06-30,190775.78997384483
394562,2021-07-31,191930.93295898574
394562,2021-08-31,193207.88577679085
394562,2021-09-30,194531.86696812237
394563,2021-06-30,182842.3790724008
394563,2021-07-31,185690.57377521793
394563,2021-08-31,188006.84310948016
394563,2021-09-30,190361.1623903262
394564,2021-06-30,111677.43931881996
394564,2021-07-31,111737.35716631828
394564,2021-08-31,111691.17306040792
394564,2021-09-30,111696.25563433213
394565,2021-06-30,198602.13476260292
394565,2021-07-31,202021.67393326486
394565,2021-08-31,204810.23219329776
394565,2021-09-30,207463.58130284125
394566,2021-06-30,302411.9597279607
394566,2021-07-31,308489.41486157203
394566,2021-08-31,313888.2395597222
394566,2021-09-30,318805.67651435273
394567,2021-06-30,430567.30901614303
394567,2021-07-31,440718.96420494566
394567,2021-08-31,446096.8184542815
394567,2021-09-30,449830.7641298185
394568,2021-06-30,115960.24773584498
394568,2021-07-31,116756.88257992273
394568,2021-08-31,117736.81510396308
394568,2021-09-30,118817.59722600231
394569,2021-06-30,117552.75795676751
394569,2021-07-31,118017.64546744904
394569,2021-08-31,118667.70699117152
394569,2021-09-30,119366.76181113819
394570,2021-06-30,93462.2339653904
394570,2021-07-31,93897.13871419338
394570,2021-08-31,94303.30515485522
394570,2021-09-30,94536.43218351598
394571,2021-06-30,145199.4920835438
394571,2021-07-31,146459.47771193614
394571,2021-08-31,147565.80729944588
394571,2021-09-30,148729.47639708305
394572,2021-06-30,154565.58480888052
394572,2021-07-31,156032.58934196463
394572,2021-08-31,157590.42877320485
394572,2021-09-30,159215.9915529425
394573,2021-06-30,106938.30273998348
394573,2021-07-31,107411.33387297398
394573,2021-08-31,107836.50748746662
394573,2021-09-30,108279.4445801648
394574,2021-06-30,191753.28846229898
394574,2021-07-31,193769.97114251653
394574,2021-08-31,195449.69502184266
394574,2021-09-30,197266.18855671125
394576,2021-06-30,389174.2657012018
394576,2021-07-31,394300.8194937418
394576,2021-08-31,399414.09052224556
394576,2021-09-30,404557.27553351695
394577,2021-06-30,380252.460170989
394577,2021-07-31,385491.860396267
394577,2021-08-31,390605.05838338385
394577,2021-09-30,395869.96722775424
394578,2021-06-30,220846.26828891138
394578,2021-07-31,222078.00824788498
394578,2021-08-31,223312.67240056867
394578,2021-09-30,224592.73785469966
394579,2021-06-30,168721.89092772646
394579,2021-07-31,170917.20955998363
394579,2021-08-31,172802.38346852647
394579,2021-09-30,174720.1621415271
394580,2021-06-30,252476.29667216638
394580,2021-07-31,252768.47461964103
394580,2021-08-31,253809.67100512335
394580,2021-09-30,254875.66236784036
394582,2021-06-30,118307.5507948372
394582,2021-07-31,119104.1424459103
394582,2021-08-31,119827.78210321337
394582,2021-09-30,120578.06412511751
394584,2021-06-30,277075.09173296014
394584,2021-07-31,280806.45287645096
394584,2021-08-31,283756.8799254036
394584,2021-09-30,286737.39447732124
394585,2021-06-30,249180.84633854503
394585,2021-07-31,251662.31353069382
394585,2021-08-31,254096.38838980632
394585,2021-09-30,256427.76588782953
394586,2021-06-30,290861.17252598057
394586,2021-07-31,295625.1718244991
394586,2021-08-31,299799.28103291715
394586,2021-09-30,303633.1348996489
394587,2021-06-30,146214.87350557192
394587,2021-07-31,147286.6374652107
394587,2021-08-31,148400.40915165568
394587,2021-09-30,149511.7903977931
394588,2021-06-30,160247.39667564916
394588,2021-07-31,161509.0117527992
394588,2021-08-31,163161.91798768105
394588,2021-09-30,164807.37129360257
394589,2021-06-30,156484.90782074636
394589,2021-07-31,158411.60021721764
394589,2021-08-31,160255.68509925815
394589,2021-09-30,162069.93385452876
394590,2021-06-30,242546.72636366176
394590,2021-07-31,247403.88278966682
394590,2021-08-31,251671.1736973739
394590,2021-09-30,256141.386221028
394591,2021-06-30,259765.0221763468
394591,2021-07-31,260893.75969608413
394591,2021-08-31,262150.0824836521
394591,2021-09-30,263414.71296317974
394592,2021-06-30,352824.48894351075
394592,2021-07-31,359918.92790931376
394592,2021-08-31,366695.27262504125
394592,2021-09-30,373740.89126179094
394593,2021-06-30,170848.58317087547
394593,2021-07-31,171409.8105919627
394593,2021-08-31,172189.62195260514
394593,2021-09-30,173136.8396814824
394594,2021-06-30,83823.81409625974
394594,2021-07-31,84631.84581634412
394594,2021-08-31,85175.46612724029
394594,2021-09-30,85766.70518337509
394595,2021-06-30,478793.2067055824
394595,2021-07-31,491503.31400697405
394595,2021-08-31,502041.05396210874
394595,2021-09-30,512858.2178294035
394596,2021-06-30,155141.1264651884
394596,2021-07-31,157219.56561757816
394596,2021-08-31,159297.11570292438
394596,2021-09-30,161253.65119880444
394597,2021-06-30,135514.50064046873
394597,2021-07-31,136595.71010343736
394597,2021-08-31,137716.41800174682
394597,2021-09-30,138783.1165444898
394598,2021-06-30,136119.89020692377
394598,2021-07-31,137332.98251709534
394598,2021-08-31,138477.8100014786
394598,2021-09-30,139848.8390005548
394599,2021-06-30,166921.34677001467
394599,2021-07-31,169078.01876241533
394599,2021-08-31,171112.42173817666
394599,2021-09-30,173059.85900184984
394600,2021-06-30,160222.2235109816
394600,2021-07-31,162074.50697978592
394600,2021-08-31,163879.12296974758
394600,2021-09-30,165780.502515846
394601,2021-06-30,55413.26730142353
394601,2021-07-31,55641.006740367564
394601,2021-08-31,56008.16205165681
394601,2021-09-30,56343.75353620114
394602,2021-06-30,473421.8392236988
394602,2021-07-31,480858.08174116263
394602,2021-08-31,487072.13508380303
394602,2021-09-30,493286.05976556713
394604,2021-06-30,161364.09923789612
394604,2021-07-31,161907.5123281222
394604,2021-08-31,162536.5206762134
394604,2021-09-30,163221.72053317804
394605,2021-06-30,94788.18712504777
394605,2021-07-31,94954.56868427142
394605,2021-08-31,95323.90359817355
394605,2021-09-30,95708.02468476658
394606,2021-06-30,250752.84379242273
394606,2021-07-31,253231.9781187522
394606,2021-08-31,255429.70369484375
394606,2021-09-30,257609.9550595815
394608,2021-06-30,150279.15756480402
394608,2021-07-31,150406.13359569764
394608,2021-08-31,150752.4648505692
394608,2021-09-30,151176.99308577838
394609,2021-06-30,122709.40166609833
394609,2021-07-31,123562.21555028675
394609,2021-08-31,124414.76568586665
394609,2021-09-30,125284.01622028655
394612,2021-06-30,178998.96053404274
394612,2021-07-31,180684.3021369661
394612,2021-08-31,182482.21914207662
394612,2021-09-30,184310.65232433664
394613,2021-06-30,126661.05731809704
394613,2021-07-31,127428.62198311562
394613,2021-08-31,128304.99252495082
394613,2021-09-30,129199.81885955954
394614,2021-06-30,170253.28547644528
394614,2021-07-31,171894.63822177338
394614,2021-08-31,173483.22047016496
394614,2021-09-30,175469.2950816183
394615,2021-06-30,393789.76846547524
394615,2021-07-31,396829.240554032
394615,2021-08-31,400449.43984033266
394615,2021-09-30,404298.09394881973
394616,2021-06-30,97889.24511778454
394616,2021-07-31,98315.3014703673
394616,2021-08-31,98783.13113278063
394616,2021-09-30,99293.99108037172
394617,2021-06-30,157015.11221862395
394617,2021-07-31,157859.02509335484
394617,2021-08-31,158817.60397851688
394617,2021-09-30,159794.97273985445
394618,2021-06-30,133952.8633931222
394618,2021-07-31,134503.4580733608
394618,2021-08-31,135269.95338240007
394618,2021-09-30,136077.14903086197
394619,2021-06-30,328814.1485657683
394619,2021-07-31,335177.5999546303
394619,2021-08-31,340536.76706063846
394619,2021-09-30,346024.8338835976
394620,2021-06-30,125544.81363038911
394620,2021-07-31,127362.93677045038
394620,2021-08-31,128686.783028476
394620,2021-09-30,130057.04867902404
394621,2021-06-30,94936.34689814883
394621,2021-07-31,95648.22911068524
394621,2021-08-31,96331.4016637989
394621,2021-09-30,97011.22832764691
394622,2021-06-30,230693.81615497085
394622,2021-07-31,232841.7659403375
394622,2021-08-31,234666.71953852387
394622,2021-09-30,236552.7726978949
394623,2021-06-30,284485.36968978966
394623,2021-07-31,289689.4677744443
394623,2021-08-31,293925.5976123894
394623,2021-09-30,298239.5328482958
394624,2021-06-30,196648.33805347892
394624,2021-07-31,198113.2041906445
394624,2021-08-31,199606.81522226433
394624,2021-09-30,201164.0636010478
394625,2021-06-30,81272.98188047117
394625,2021-07-31,81537.42449105444
394625,2021-08-31,81861.73292096524
394625,2021-09-30,82202.40783757862
394626,2021-06-30,182101.75527694175
394626,2021-07-31,183175.51824717136
394626,2021-08-31,184120.21619605744
394626,2021-09-30,185114.4770101449
394627,2021-06-30,180557.35192963108
394627,2021-07-31,181489.0692788542
394627,2021-08-31,182506.44165068827
394627,2021-09-30,183574.81732298963
394628,2021-06-30,583024.2197261204
394628,2021-07-31,598389.9505163645
394628,2021-08-31,609971.6210444476
394628,2021-09-30,621167.7699826702
394629,2021-06-30,277856.4812315936
394629,2021-07-31,281170.87624326075
394629,2021-08-31,284264.79468732426
394629,2021-09-30,287441.2797259959
394630,2021-06-30,248442.2741771667
394630,2021-07-31,252702.86512953328
394630,2021-08-31,255091.30970296735
394630,2021-09-30,258397.10128992895
394631,2021-06-30,277162.92378266255
394631,2021-07-31,277038.3173760726
394631,2021-08-31,277277.73026289145
394631,2021-09-30,277540.2196469801
394632,2021-06-30,129706.17722878332
394632,2021-07-31,130505.50856748788
394632,2021-08-31,131408.54937039135
394632,2021-09-30,132372.06213524757
394633,2021-06-30,215763.57818057487
394633,2021-07-31,217899.22971551778
394633,2021-08-31,220330.93964704598
394633,2021-09-30,222684.78515763493
394634,2021-06-30,142566.2542761779
394634,2021-07-31,144833.07847895572
394634,2021-08-31,147307.81540232158
394634,2021-09-30,150002.98424692737
394635,2021-06-30,155608.8138349476
394635,2021-07-31,158011.12883651076
394635,2021-08-31,159987.4877055167
394635,2021-09-30,161957.64397248632
394637,2021-06-30,219215.6866179137
394637,2021-07-31,219989.65278538043
394637,2021-08-31,220874.70035137708
394637,2021-09-30,221834.92694994906
394638,2021-06-30,174462.215214176
394638,2021-07-31,175215.5306244118
394638,2021-08-31,176166.6941809992
394638,2021-09-30,177188.8663594823
394639,2021-06-30,325019.19662495004
394639,2021-07-31,331095.42498554965
394639,2021-08-31,336166.4639703894
394639,2021-09-30,341058.61134721735
394640,2021-06-30,259622.48801162565
394640,2021-07-31,263290.22130457597
394640,2021-08-31,266562.538200968
394640,2021-09-30,269892.37325064006
394641,2021-06-30,374051.5295591737
394641,2021-07-31,379887.523834345
394641,2021-08-31,385889.14380667085
394641,2021-09-30,391958.2776200558
394642,2021-06-30,95891.10701015784
394642,2021-07-31,96849.94228258176
394642,2021-08-31,97562.82545235852
394642,2021-09-30,98332.84155042289
394643,2021-06-30,83304.8827947579
394643,2021-07-31,83457.65105333837
394643,2021-08-31,83773.85832435783
394643,2021-09-30,84140.57008472836
394644,2021-06-30,236595.57741318928
394644,2021-07-31,240012.69934276963
394644,2021-08-31,243260.89158243412
394644,2021-09-30,246714.89020731958
394645,2021-06-30,440349.05602976406
394645,2021-07-31,446961.2479366223
394645,2021-08-31,452947.3640414486
394645,2021-09-30,459044.70148507605
394646,2021-06-30,222021.89403894084
394646,2021-07-31,225087.97664545017
394646,2021-08-31,227933.2967722463
394646,2021-09-30,231052.39433682064
394647,2021-06-30,143285.5981679848
394647,2021-07-31,146689.0765999547
394647,2021-08-31,149198.2816190087
394647,2021-09-30,151853.58852979267
394648,2021-06-30,186521.07679696952
394648,2021-07-31,188994.7967500399
394648,2021-08-31,191216.5055436811
394648,2021-09-30,193427.29970995942
394649,2021-06-30,168374.20676294668
394649,2021-07-31,168974.34157540556
394649,2021-08-31,169884.23169509473
394649,2021-09-30,170842.20428268527
394651,2021-06-30,167783.6500260635
394651,2021-07-31,169196.10556480667
394651,2021-08-31,170675.13862831058
394651,2021-09-30,172277.72685870068
394652,2021-06-30,154469.29760905454
394652,2021-07-31,155138.04917612678
394652,2021-08-31,156018.77134553815
394652,2021-09-30,156932.86305943044
394653,2021-06-30,238845.54170404474
394653,2021-07-31,240939.32006473752
394653,2021-08-31,243201.2044152888
394653,2021-09-30,245440.38972277293
394654,2021-06-30,94305.46162398352
394654,2021-07-31,95149.80769506475
394654,2021-08-31,96195.90108275233
394654,2021-09-30,97176.19055632508
394655,2021-06-30,129345.45292001037
394655,2021-07-31,130158.88757983694
394655,2021-08-31,130996.14636810595
394655,2021-09-30,131850.41556705447
394656,2021-06-30,99186.2565275571
394656,2021-07-31,99453.07730114186
394656,2021-08-31,99778.64364467381
394656,2021-09-30,100112.79631740233
394658,2021-06-30,160874.82537607854
394658,2021-07-31,162430.945596017
394658,2021-08-31,163920.8515337194
394658,2021-09-30,165424.83952760795
394659,2021-06-30,108604.63973331364
394659,2021-07-31,108878.17483419931
394659,2021-08-31,109181.30549185822
394659,2021-09-30,109749.59157864383
394660,2021-06-30,242024.9768842722
394660,2021-07-31,244988.44687268612
394660,2021-08-31,248210.20217857344
394660,2021-09-30,251558.100233854
394661,2021-06-30,170516.59218793607
394661,2021-07-31,171800.76443070636
394661,2021-08-31,173028.600121727
394661,2021-09-30,174326.22840643275
394662,2021-06-30,279174.25645294884
394662,2021-07-31,282594.61144751223
394662,2021-08-31,285723.7208012855
394662,2021-09-30,288638.4684938519
394663,2021-06-30,132245.11870986508
394663,2021-07-31,133045.4208295914
394663,2021-08-31,133806.5803075722
394663,2021-09-30,134567.0056350241
394666,2021-06-30,222741.53134808602
394666,2021-07-31,225068.78894435155
394666,2021-08-31,227429.54139787244
394666,2021-09-30,229834.28745474765
394667,2021-06-30,133756.42355019605
394667,2021-07-31,134334.13857236604
394667,2021-08-31,135228.72163019615
394667,2021-09-30,136196.27654624457
394668,2021-06-30,246712.8031362957
394668,2021-07-31,248443.9694677918
394668,2021-08-31,250059.9369719001
394668,2021-09-30,251675.4756777017
394669,2021-06-30,282687.5596325035
394669,2021-07-31,286964.286139126
394669,2021-08-31,290864.37743918697
394669,2021-09-30,294800.461249725
394670,2021-06-30,148014.24612310348
394670,2021-07-31,148631.18983876804
394670,2021-08-31,149404.94470291684
394670,2021-09-30,150286.07922899543
394671,2021-06-30,154256.93325665133
394671,2021-07-31,154618.1681668433
394671,2021-08-31,155346.15002226463
394671,2021-09-30,156109.34541622928
394673,2021-06-30,186726.4454993994
394673,2021-07-31,187479.96788709523
394673,2021-08-31,188328.36594864225
394673,2021-09-30,189211.75309170896
394674,2021-06-30,652234.0106294504
394674,2021-07-31,658880.8328763361
394674,2021-08-31,665669.2919898124
394674,2021-09-30,672629.0968516562
394675,2021-06-30,365932.52208740363
394675,2021-07-31,375435.40461730683
394675,2021-08-31,383284.4346591207
394675,2021-09-30,390537.4886856983
394676,2021-06-30,29802.475134334352
394676,2021-07-31,29852.67041410558
394676,2021-08-31,29878.6714408524
394676,2021-09-30,30016.44969166309
394677,2021-06-30,96006.46610442089
394677,2021-07-31,96828.84401124349
394677,2021-08-31,97613.70991967997
394677,2021-09-30,98409.47568425356
394678,2021-06-30,106195.64841278835
394678,2021-07-31,106683.23842196731
394678,2021-08-31,107455.05307239486
394678,2021-09-30,108262.23461349873
394679,2021-06-30,182719.06409184547
394679,2021-07-31,185047.1934316876
394679,2021-08-31,187291.8759575943
394679,2021-09-30,189637.0148487753
394680,2021-06-30,450329.021233243
394680,2021-07-31,457535.981246912
394680,2021-08-31,463733.6743815998
394680,2021-09-30,470056.60952929134
394681,2021-06-30,362509.9187262776
394681,2021-07-31,368313.4924732494
394681,2021-08-31,372737.678930563
394681,2021-09-30,377423.2508380833
394682,2021-06-30,152544.60543555586
394682,2021-07-31,152788.41210652894
394682,2021-08-31,152823.88657141762
394682,2021-09-30,152878.5704784245
394683,2021-06-30,189346.29763262576
394683,2021-07-31,190665.5793657996
394683,2021-08-31,191601.72545018978
394683,2021-09-30,192613.47187598405
394685,2021-06-30,210244.38546273505
394685,2021-07-31,214535.42682175117
394685,2021-08-31,218357.1098639545
394685,2021-09-30,222138.40854188072
394687,2021-06-30,509441.16898463765
394687,2021-07-31,515263.7123500491
394687,2021-08-31,520280.47728416795
394687,2021-09-30,525377.4204605045
394689,2021-06-30,185262.96323666075
394689,2021-07-31,188572.89279460447
394689,2021-08-31,191427.02293051878
394689,2021-09-30,194308.76951801503
394690,2021-06-30,135021.9716101215
394690,2021-07-31,135844.82107256638
394690,2021-08-31,136454.6031973372
394690,2021-09-30,137143.16957002325
394691,2021-06-30,162556.72392289067
394691,2021-07-31,162779.95241292758
394691,2021-08-31,163192.3525871691
394691,2021-09-30,163645.1777788569
394692,2021-06-30,249387.14176147344
394692,2021-07-31,252573.31727812166
394692,2021-08-31,255463.619959415
394692,2021-09-30,258208.23085303145
394693,2021-06-30,324435.66495536367
394693,2021-07-31,336777.520286535
394693,2021-08-31,345251.4321392617
394693,2021-09-30,352855.3422237719
394695,2021-06-30,141665.88606008334
394695,2021-07-31,142546.01982138498
394695,2021-08-31,143268.5100974916
394695,2021-09-30,144077.24993348407
394696,2021-06-30,131017.56680373853
394696,2021-07-31,131738.54521172127
394696,2021-08-31,132515.68313106993
394696,2021-09-30,133323.2141183606
394697,2021-06-30,110829.92629457885
394697,2021-07-31,111296.09246457735
394697,2021-08-31,111808.68416569081
394697,2021-09-30,112355.72173117468
394698,2021-06-30,240577.16160227708
394698,2021-07-31,244793.9706814961
394698,2021-08-31,248196.19391535048
394698,2021-09-30,251626.980609633
394699,2021-06-30,188293.36289535562
394699,2021-07-31,189196.02463502163
394699,2021-08-31,190294.40762969578
394699,2021-09-30,191357.0516721169
394701,2021-06-30,110487.28418092435
394701,2021-07-31,111244.89548130805
394701,2021-08-31,111933.96680411795
394701,2021-09-30,112625.12363078917
394702,2021-06-30,223542.31334702024
394702,2021-07-31,225842.30424472044
394702,2021-08-31,227957.90995083103
394702,2021-09-30,230238.71889165143
394703,2021-06-30,305464.49951910885
394703,2021-07-31,312662.10784272203
394703,2021-08-31,317205.3821721031
394703,2021-09-30,321703.130322055
394704,2021-06-30,136084.50776072597
394704,2021-07-31,136932.72795118584
394704,2021-08-31,137632.200102076
394704,2021-09-30,138347.4674500535
394705,2021-06-30,222006.40588679822
394705,2021-07-31,224833.7145904089
394705,2021-08-31,227558.46447744692
394705,2021-09-30,230280.01939125272
394706,2021-06-30,72328.15761892364
394706,2021-07-31,72698.52086260269
394706,2021-08-31,73405.2468314204
394706,2021-09-30,74054.00820375612
394707,2021-06-30,236818.29586961033
394707,2021-07-31,238134.71726778807
394707,2021-08-31,239168.80348767812
394707,2021-09-30,240223.66887019115
394708,2021-06-30,127329.08361169638
394708,2021-07-31,128327.63489097092
394708,2021-08-31,129229.24917474735
394708,2021-09-30,130218.48550786701
394709,2021-06-30,240642.05610868792
394709,2021-07-31,241451.04897859716
394709,2021-08-31,242633.44491313488
394709,2021-09-30,243832.32710417983
394710,2021-06-30,177331.4852552815
394710,2021-07-31,178955.74175072933
394710,2021-08-31,180767.1509600664
394710,2021-09-30,182593.82117870922
394711,2021-06-30,161787.53002132574
394711,2021-07-31,163693.51473451132
394711,2021-08-31,165343.1450272883
394711,2021-09-30,166918.95051739184
394712,2021-06-30,150215.4363471028
394712,2021-07-31,152562.28942511795
394712,2021-08-31,154830.52835300664
394712,2021-09-30,157149.62080208404
394713,2021-06-30,787234.111111966
394713,2021-07-31,794082.3568601431
394713,2021-08-31,802137.8411726402
394713,2021-09-30,811239.4366502585
394714,2021-06-30,277418.9003806925
394714,2021-07-31,282207.5342241126
394714,2021-08-31,286397.57596030744
394714,2021-09-30,290551.1936292863
394715,2021-06-30,92474.59439685015
394715,2021-07-31,92581.66983770957
394715,2021-08-31,92816.6353850952
394715,2021-09-30,93047.98269115674
394716,2021-06-30,187610.77161733533
394716,2021-07-31,189228.16746468196
394716,2021-08-31,190770.37178509968
394716,2021-09-30,192390.73071579548
394717,2021-06-30,138231.84535795456
394717,2021-07-31,139587.41525611753
394717,2021-08-31,140860.95428227267
394717,2021-09-30,142301.57135449635
394718,2021-06-30,173672.8285536891
394718,2021-07-31,173590.62368996596
394718,2021-08-31,173836.72190269444
394718,2021-09-30,174118.35028624747
394719,2021-06-30,123501.45706863118
394719,2021-07-31,124967.23848401703
394719,2021-08-31,126343.11422668266
394719,2021-09-30,127898.46277669416
394720,2021-06-30,181820.34916727716
394720,2021-07-31,183864.43508176046
394720,2021-08-31,185953.88148221473
394720,2021-09-30,188042.24208329158
394721,2021-06-30,168397.4479850848
394721,2021-07-31,169411.3356321408
394721,2021-08-31,170501.1060760888
394721,2021-09-30,171635.51851884188
394723,2021-06-30,181349.15202891553
394723,2021-07-31,182845.22404385085
394723,2021-08-31,184440.41923656786
394723,2021-09-30,185955.8018046348
394725,2021-06-30,130078.35338347318
394725,2021-07-31,131243.74455889413
394725,2021-08-31,132208.6512987549
394725,2021-09-30,133197.79337090818
394726,2021-06-30,176827.36633698927
394726,2021-07-31,178858.45052855188
394726,2021-08-31,180863.4889154053
394726,2021-09-30,182874.41109673405
394727,2021-06-30,88941.17201448703
394727,2021-07-31,89192.2514540414
394727,2021-08-31,89513.53819552256
394727,2021-09-30,90054.89176989446
394728,2021-06-30,146746.9980065013
394728,2021-07-31,147802.34657895012
394728,2021-08-31,148844.11824051017
394728,2021-09-30,149934.81942638574
394729,2021-06-30,146580.97608366428
394729,2021-07-31,147382.53875318455
394729,2021-08-31,148209.0482333359
394729,2021-09-30,148976.3649349204
394730,2021-06-30,415202.66691358143
394730,2021-07-31,415982.46683536266
