unique_id,ds,historic_average,naive,random_walk_with_drift,ses_alpha-0.9,seasonal_naive_season_length-12,window_average_window_size-4
102001,2021-06-30,192416.8,286913.0,287535.44,286414.1,254714.0,280772.0
102001,2021-07-31,192416.8,286913.0,288157.88,286414.1,255816.0,280772.0
102001,2021-08-31,192416.8,286913.0,288780.3,286414.1,257737.0,280772.0
102001,2021-09-30,192416.8,286913.0,289402.75,286414.1,260253.0,280772.0
394297,2021-06-30,147702.16,181064.0,181405.62,181017.94,175141.0,179965.0
394297,2021-07-31,147702.16,181064.0,181747.23,181017.94,174971.0,179965.0
394297,2021-08-31,147702.16,181064.0,182088.86,181017.94,175131.0,179965.0
394297,2021-09-30,147702.16,181064.0,182430.47,181017.94,175146.0,179965.0
394298,2021-06-30,147196.47,264672.0,265553.2,264212.16,216587.0,257924.0
394298,2021-07-31,147196.47,264672.0,266434.38,264212.16,219923.0,257924.0
394298,2021-08-31,147196.47,264672.0,267315.56,264212.16,223616.0,257924.0
394298,2021-09-30,147196.47,264672.0,268196.72,264212.16,229006.0,257924.0
394299,2021-06-30,114886.51,150810.0,151135.2,150600.02,137936.0,148453.25
394299,2021-07-31,114886.51,150810.0,151460.42,150600.02,138916.0,148453.25
394299,2021-08-31,114886.51,150810.0,151785.62,150600.02,140079.0,148453.25
394299,2021-09-30,114886.51,150810.0,152110.84,150600.02,141424.0,148453.25
394300,2021-06-30,79456.09,110421.0,110640.5,110383.54,102473.0,109546.5
394300,2021-07-31,79456.09,110421.0,110859.99,110383.54,101936.0,109546.5
394300,2021-08-31,79456.09,110421.0,111079.484,110383.54,102772.0,109546.5
394300,2021-09-30,79456.09,110421.0,111298.984,110383.54,103683.0,109546.5
394302,2021-06-30,131716.47,180852.0,181116.25,180570.36,162846.0,177165.75
394302,2021-07-31,131716.47,180852.0,181380.5,180570.36,163853.0,177165.75
394302,2021-08-31,131716.47,180852.0,181644.77,180570.36,165622.0,177165.75
394302,2021-09-30,131716.47,180852.0,181909.02,180570.36,167768.0,177165.75
394304,2021-06-30,134092.44,178785.0,179021.77,178514.92,160044.0,175454.0
394304,2021-07-31,134092.44,178785.0,179258.53,178514.92,161031.0,175454.0
394304,2021-08-31,134092.44,178785.0,179495.3,178514.92,162372.0,175454.0
394304,2021-09-30,134092.44,178785.0,179732.06,178514.92,163650.0,175454.0
394305,2021-06-30,137082.38,146825.0,147537.03,146721.08,139334.0,145673.0
394305,2021-07-31,137082.38,146825.0,148249.08,146721.08,139850.0,145673.0
394305,2021-08-31,137082.38,146825.0,148961.11,146721.08,140515.0,145673.0
394305,2021-09-30,137082.38,146825.0,149673.14,146721.08,141027.0,145673.0
394306,2021-06-30,92934.44,115434.0,115590.43,115344.414,111227.0,114476.0
394306,2021-07-31,92934.44,115434.0,115746.86,115344.414,111329.0,114476.0
394306,2021-08-31,92934.44,115434.0,115903.29,115344.414,111168.0,114476.0
394306,2021-09-30,92934.44,115434.0,116059.72,115344.414,111004.0,114476.0
394307,2021-06-30,205366.66,335709.0,336574.8,335088.66,293935.0,328240.0
394307,2021-07-31,205366.66,335709.0,337440.62,335088.66,295735.0,328240.0
394307,2021-08-31,205366.66,335709.0,338306.47,335088.66,297662.0,328240.0
394307,2021-09-30,205366.66,335709.0,339172.28,335088.66,300256.0,328240.0
394308,2021-06-30,175241.23,234700.0,235194.06,234478.55,208812.0,231259.25
394308,2021-07-31,175241.23,234700.0,235688.14,234478.55,210102.0,231259.25
394308,2021-08-31,175241.23,234700.0,236182.22,234478.55,211456.0,231259.25
394308,2021-09-30,175241.23,234700.0,236676.28,234478.55,213382.0,231259.25
394309,2021-06-30,153377.16,208485.0,208841.19,208285.1,193881.0,205539.25
394309,2021-07-31,153377.16,208485.0,209197.38,208285.1,194459.0,205539.25
394309,2021-08-31,153377.16,208485.0,209553.56,208285.1,194673.0,205539.25
394309,2021-09-30,153377.16,208485.0,209909.75,208285.1,195209.0,205539.25
394310,2021-06-30,105877.34,131420.0,131804.16,131200.47,121409.0,128661.75
394310,2021-07-31,105877.34,131420.0,132188.33,131200.47,122113.0,128661.75
394310,2021-08-31,105877.34,131420.0,132572.48,131200.47,122490.0,128661.75
394310,2021-09-30,105877.34,131420.0,132956.64,131200.47,122875.0,128661.75
394311,2021-06-30,108501.42,157420.0,157811.25,157175.66,136451.0,153867.0
394311,2021-07-31,108501.42,157420.0,158202.5,157175.66,138861.0,153867.0
394311,2021-08-31,108501.42,157420.0,158593.75,157175.66,140594.0,153867.0
394311,2021-09-30,108501.42,157420.0,158985.0,157175.66,142061.0,153867.0
394312,2021-06-30,184117.48,255345.0,255834.3,254918.78,222187.0,249813.5
394312,2021-07-31,184117.48,255345.0,256323.61,254918.78,224053.0,249813.5
394312,2021-08-31,184117.48,255345.0,256812.9,254918.78,225897.0,249813.5
394312,2021-09-30,184117.48,255345.0,257302.22,254918.78,228349.0,249813.5
394314,2021-06-30,136739.44,160697.0,160938.97,160629.34,158382.0,159943.75
394314,2021-07-31,136739.44,160697.0,161180.95,160629.34,159647.0,159943.75
394314,2021-08-31,136739.44,160697.0,161422.94,160629.34,160330.0,159943.75
394314,2021-09-30,136739.44,160697.0,161664.9,160629.34,160996.0,159943.75
394315,2021-06-30,188070.33,256237.0,256627.95,255810.08,232307.0,250215.75
394315,2021-07-31,188070.33,256237.0,257018.89,255810.08,233538.0,250215.75
394315,2021-08-31,188070.33,256237.0,257409.84,255810.08,233937.0,250215.75
394315,2021-09-30,188070.33,256237.0,257800.8,255810.08,234937.0,250215.75
394316,2021-06-30,84083.375,103676.0,103868.445,103714.34,98125.0,103151.0
394316,2021-07-31,84083.375,103676.0,104060.89,103714.34,98174.0,103151.0
394316,2021-08-31,84083.375,103676.0,104253.336,103714.34,98099.0,103151.0
394316,2021-09-30,84083.375,103676.0,104445.78,103714.34,98662.0,103151.0
394318,2021-06-30,188388.31,255567.0,256101.27,255131.73,220297.0,250053.75
394318,2021-07-31,188388.31,255567.0,256635.53,255131.73,221754.0,250053.75
394318,2021-08-31,188388.31,255567.0,257169.78,255131.73,224182.0,250053.75
394318,2021-09-30,188388.31,255567.0,257704.05,255131.73,227163.0,250053.75
394319,2021-06-30,78736.836,103810.0,104087.66,103719.87,95055.0,102559.0
394319,2021-07-31,78736.836,103810.0,104365.31,103719.87,95358.0,102559.0
394319,2021-08-31,78736.836,103810.0,104642.97,103719.87,95936.0,102559.0
394319,2021-09-30,78736.836,103810.0,104920.625,103719.87,96551.0,102559.0
394320,2021-06-30,79187.484,111060.0,111265.11,110986.06,102648.0,110111.5
394320,2021-07-31,79187.484,111060.0,111470.23,110986.06,102542.0,110111.5
394320,2021-08-31,79187.484,111060.0,111675.34,110986.06,103023.0,110111.5
394320,2021-09-30,79187.484,111060.0,111880.45,110986.06,103672.0,110111.5
394321,2021-06-30,101484.89,126513.0,126721.41,126350.27,121897.0,124779.75
394321,2021-07-31,101484.89,126513.0,126929.82,126350.27,123327.0,124779.75
394321,2021-08-31,101484.89,126513.0,127138.234,126350.27,123537.0,124779.75
394321,2021-09-30,101484.89,126513.0,127346.64,126350.27,123302.0,124779.75
394322,2021-06-30,55918.863,71077.0,71175.81,71013.03,69607.0,70296.5
394322,2021-07-31,55918.863,71077.0,71274.625,71013.03,68893.0,70296.5
394322,2021-08-31,55918.863,71077.0,71373.44,71013.03,68273.0,70296.5
394322,2021-09-30,55918.863,71077.0,71472.25,71013.03,67704.0,70296.5
394323,2021-06-30,130552.445,166288.0,166598.16,166056.02,148807.0,163053.5
394323,2021-07-31,130552.445,166288.0,166908.33,166056.02,148599.0,163053.5
394323,2021-08-31,130552.445,166288.0,167218.48,166056.02,149138.0,163053.5
394323,2021-09-30,130552.445,166288.0,167528.66,166056.02,150239.0,163053.5
394324,2021-06-30,76113.32,91388.0,91480.766,91319.9,88162.0,90728.75
394324,2021-07-31,76113.32,91388.0,91573.53,91319.9,88232.0,90728.75
394324,2021-08-31,76113.32,91388.0,91666.3,91319.9,88190.0,90728.75
394324,2021-09-30,76113.32,91388.0,91759.06,91319.9,88169.0,90728.75
394325,2021-06-30,181014.97,219889.0,220281.5,219583.64,207373.0,216763.0
394325,2021-07-31,181014.97,219889.0,220674.02,219583.64,208214.0,216763.0
394325,2021-08-31,181014.97,219889.0,221066.52,219583.64,208833.0,216763.0
394325,2021-09-30,181014.97,219889.0,221459.03,219583.64,209726.0,216763.0
394326,2021-06-30,93273.32,128615.0,128900.23,128498.76,120294.0,127023.75
394326,2021-07-31,93273.32,128615.0,129185.45,128498.76,120659.0,127023.75
394326,2021-08-31,93273.32,128615.0,129470.68,128498.76,120759.0,127023.75
394326,2021-09-30,93273.32,128615.0,129755.91,128498.76,120910.0,127023.75
394327,2021-06-30,257350.0,319925.0,320607.34,319812.28,313547.0,319345.5
394327,2021-07-31,257350.0,319925.0,321289.66,319812.28,312726.0,319345.5
394327,2021-08-31,257350.0,319925.0,321972.0,319812.28,311508.0,319345.5
394327,2021-09-30,257350.0,319925.0,322654.3,319812.28,309989.0,319345.5
394330,2021-06-30,126373.05,187015.0,187691.0,186917.22,176016.0,185363.25
394330,2021-07-31,126373.05,187015.0,188367.0,186917.22,177130.0,185363.25
394330,2021-08-31,126373.05,187015.0,189043.0,186917.22,178097.0,185363.25
394330,2021-09-30,126373.05,187015.0,189719.0,186917.22,178839.0,185363.25
394331,2021-06-30,151824.62,195258.0,195588.7,195137.08,182387.0,193450.5
394331,2021-07-31,151824.62,195258.0,195919.42,195137.08,182577.0,193450.5
394331,2021-08-31,151824.62,195258.0,196250.12,195137.08,182730.0,193450.5
394331,2021-09-30,151824.62,195258.0,196580.83,195137.08,183409.0,193450.5
394332,2021-06-30,240724.06,334849.0,335396.8,334392.34,310851.0,329241.0
394332,2021-07-31,240724.06,334849.0,335944.62,334392.34,311308.0,329241.0
394332,2021-08-31,240724.06,334849.0,336492.4,334392.34,312896.0,329241.0
394332,2021-09-30,240724.06,334849.0,337040.22,334392.34,315028.0,329241.0
394333,2021-06-30,94459.125,120593.0,120819.63,120471.16,107137.0,117972.5
394333,2021-07-31,94459.125,120593.0,121046.27,120471.16,107343.0,117972.5
394333,2021-08-31,94459.125,120593.0,121272.91,120471.16,107298.0,117972.5
394333,2021-09-30,94459.125,120593.0,121499.54,120471.16,107844.0,117972.5
394334,2021-06-30,158516.28,220092.0,220448.77,219812.22,197494.0,216577.75
394334,2021-07-31,158516.28,220092.0,220805.53,219812.22,198663.0,216577.75
394334,2021-08-31,158516.28,220092.0,221162.3,219812.22,200171.0,216577.75
394334,2021-09-30,158516.28,220092.0,221519.06,219812.22,202649.0,216577.75
394335,2021-06-30,104269.71,150668.0,151011.56,150472.72,139661.0,148397.25
394335,2021-07-31,104269.71,150668.0,151355.12,150472.72,140662.0,148397.25
394335,2021-08-31,104269.71,150668.0,151698.7,150472.72,140983.0,148397.25
394335,2021-09-30,104269.71,150668.0,152042.27,150472.72,141434.0,148397.25
394336,2021-06-30,70184.72,99335.0,99532.45,99262.234,95615.0,99398.0
394336,2021-07-31,70184.72,99335.0,99729.914,99262.234,95779.0,99398.0
394336,2021-08-31,70184.72,99335.0,99927.375,99262.234,96095.0,99398.0
394336,2021-09-30,70184.72,99335.0,100124.83,99262.234,96568.0,99398.0
394337,2021-06-30,79240.59,95483.0,95616.234,95423.81,92882.0,94515.75
394337,2021-07-31,79240.59,95483.0,95749.46,95423.81,92668.0,94515.75
394337,2021-08-31,79240.59,95483.0,95882.69,95423.81,92429.0,94515.75
394337,2021-09-30,79240.59,95483.0,96015.92,95423.81,92532.0,94515.75
394338,2021-06-30,203239.56,324740.0,325524.94,324210.28,284479.0,317858.75
394338,2021-07-31,203239.56,324740.0,326309.88,324210.28,286147.0,317858.75
394338,2021-08-31,203239.56,324740.0,327094.8,324210.28,288602.0,317858.75
394338,2021-09-30,203239.56,324740.0,327879.75,324210.28,291737.0,317858.75
394339,2021-06-30,121456.66,157827.0,158106.89,157736.31,145516.0,156360.5
394339,2021-07-31,121456.66,157827.0,158386.8,157736.31,146472.0,156360.5
394339,2021-08-31,121456.66,157827.0,158666.69,157736.31,146877.0,156360.5
394339,2021-09-30,121456.66,157827.0,158946.6,157736.31,147327.0,156360.5
394340,2021-06-30,98441.805,124827.0,125004.2,124689.43,116256.0,122708.5
394340,2021-07-31,98441.805,124827.0,125181.4,124689.43,116956.0,122708.5
394340,2021-08-31,98441.805,124827.0,125358.59,124689.43,117255.0,122708.5
394340,2021-09-30,98441.805,124827.0,125535.8,124689.43,116357.0,122708.5
394341,2021-06-30,265936.94,412026.0,413125.03,410030.78,341659.0,390336.75
394341,2021-07-31,265936.94,412026.0,414224.06,410030.78,342137.0,390336.75
394341,2021-08-31,265936.94,412026.0,415323.06,410030.78,344016.0,390336.75
394341,2021-09-30,265936.94,412026.0,416422.1,410030.78,346264.0,390336.75
394342,2021-06-30,84784.55,100417.0,100639.93,100336.46,94699.0,99509.0
394342,2021-07-31,84784.55,100417.0,100862.86,100336.46,95168.0,99509.0
394342,2021-08-31,84784.55,100417.0,101085.79,100336.46,95313.0,99509.0
394342,2021-09-30,84784.55,100417.0,101308.71,100336.46,95443.0,99509.0
394343,2021-06-30,115540.63,152920.0,153232.06,152807.77,141637.0,151168.25
394343,2021-07-31,115540.63,152920.0,153544.12,152807.77,142057.0,151168.25
394343,2021-08-31,115540.63,152920.0,153856.19,152807.77,142112.0,151168.25
394343,2021-09-30,115540.63,152920.0,154168.25,152807.77,142251.0,151168.25
394344,2021-06-30,116659.34,150266.0,150728.16,150180.47,140708.0,148854.0
394344,2021-07-31,116659.34,150266.0,151190.31,150180.47,140742.0,148854.0
394344,2021-08-31,116659.34,150266.0,151652.47,150180.47,140384.0,148854.0
394344,2021-09-30,116659.34,150266.0,152114.62,150180.47,141605.0,148854.0
394345,2021-06-30,144894.8,205747.0,206270.64,205079.06,165104.0,198288.0
394345,2021-07-31,144894.8,205747.0,206794.27,205079.06,166782.0,198288.0
394345,2021-08-31,144894.8,205747.0,207317.9,205079.06,170907.0,198288.0
394345,2021-09-30,144894.8,205747.0,207841.55,205079.06,173131.0,198288.0
394346,2021-06-30,161626.02,238005.0,238454.28,237699.66,220158.0,234335.75
394346,2021-07-31,161626.02,238005.0,238903.56,237699.66,221307.0,234335.75
394346,2021-08-31,161626.02,238005.0,239352.86,237699.66,222859.0,234335.75
394346,2021-09-30,161626.02,238005.0,239802.14,237699.66,224760.0,234335.75
394347,2021-06-30,185938.2,286399.0,286917.56,285815.97,249876.0,279131.0
394347,2021-07-31,185938.2,286399.0,287436.1,285815.97,251242.0,279131.0
394347,2021-08-31,185938.2,286399.0,287954.66,285815.97,253365.0,279131.0
394347,2021-09-30,185938.2,286399.0,288473.2,285815.97,256070.0,279131.0
394348,2021-06-30,211046.19,247649.0,248111.62,247125.2,211136.0,241656.75
394348,2021-07-31,211046.19,247649.0,248574.25,247125.2,213017.0,241656.75
394348,2021-08-31,211046.19,247649.0,249036.88,247125.2,215132.0,241656.75
394348,2021-09-30,211046.19,247649.0,249499.5,247125.2,219148.0,241656.75
394349,2021-06-30,117962.45,167368.0,167752.5,167222.95,151771.0,165775.5
394349,2021-07-31,117962.45,167368.0,168137.0,167222.95,151575.0,165775.5
394349,2021-08-31,117962.45,167368.0,168521.5,167222.95,151500.0,165775.5
394349,2021-09-30,117962.45,167368.0,168906.0,167222.95,152707.0,165775.5
394350,2021-06-30,110800.35,147688.0,148010.25,147563.42,135362.0,145817.25
394350,2021-07-31,110800.35,147688.0,148332.5,147563.42,137178.0,145817.25
394350,2021-08-31,110800.35,147688.0,148654.75,147563.42,138530.0,145817.25
394350,2021-09-30,110800.35,147688.0,148977.0,147563.42,139024.0,145817.25
394351,2021-06-30,171516.64,225822.0,226187.34,225699.47,209138.0,224008.0
394351,2021-07-31,171516.64,225822.0,226552.69,225699.47,209853.0,224008.0
394351,2021-08-31,171516.64,225822.0,226918.02,225699.47,211081.0,224008.0
394351,2021-09-30,171516.64,225822.0,227283.36,225699.47,212905.0,224008.0
394352,2021-06-30,127760.87,180628.0,180957.48,180383.02,161761.0,177483.0
394352,2021-07-31,127760.87,180628.0,181286.97,180383.02,163063.0,177483.0
394352,2021-08-31,127760.87,180628.0,181616.45,180383.02,164420.0,177483.0
394352,2021-09-30,127760.87,180628.0,181945.94,180383.02,165839.0,177483.0
394353,2021-06-30,145814.83,226953.0,227488.86,226198.33,186483.0,217876.25
394353,2021-07-31,145814.83,226953.0,228024.72,226198.33,188626.0,217876.25
394353,2021-08-31,145814.83,226953.0,228560.58,226198.33,191180.0,217876.25
394353,2021-09-30,145814.83,226953.0,229096.44,226198.33,194549.0,217876.25
394354,2021-06-30,104675.1,152010.0,152301.88,151825.88,135588.0,149632.75
394354,2021-07-31,104675.1,152010.0,152593.73,151825.88,136703.0,149632.75
394354,2021-08-31,104675.1,152010.0,152885.6,151825.88,138691.0,149632.75
394354,2021-09-30,104675.1,152010.0,153177.47,151825.88,140356.0,149632.75
394355,2021-06-30,239881.31,452759.0,453819.84,450423.03,348864.0,422226.75
394355,2021-07-31,239881.31,452759.0,454880.66,450423.03,350883.0,422226.75
394355,2021-08-31,239881.31,452759.0,455941.5,450423.03,354243.0,422226.75
394355,2021-09-30,239881.31,452759.0,457002.3,450423.03,359594.0,422226.75
394356,2021-06-30,88156.73,111130.0,111259.75,111040.195,104785.0,110186.0
394356,2021-07-31,88156.73,111130.0,111389.5,111040.195,105022.0,110186.0
394356,2021-08-31,88156.73,111130.0,111519.25,111040.195,105121.0,110186.0
394356,2021-09-30,88156.73,111130.0,111649.0,111040.195,105387.0,110186.0
394357,2021-06-30,184971.33,273770.0,274417.25,273295.47,237293.0,267943.75
394357,2021-07-31,184971.33,273770.0,275064.5,273295.47,239445.0,267943.75
394357,2021-08-31,184971.33,273770.0,275711.78,273295.47,242498.0,267943.75
394357,2021-09-30,184971.33,273770.0,276359.03,273295.47,245750.0,267943.75
394358,2021-06-30,265178.47,334576.0,335274.28,334196.22,299651.0,329261.0
394358,2021-07-31,265178.47,334576.0,335972.6,334196.22,301383.0,329261.0
394358,2021-08-31,265178.47,334576.0,336670.88,334196.22,304048.0,329261.0
394358,2021-09-30,265178.47,334576.0,337369.2,334196.22,307137.0,329261.0
394359,2021-06-30,137024.19,197006.0,197427.83,196427.86,161408.0,189579.5
394359,2021-07-31,137024.19,197006.0,197849.66,196427.86,162556.0,189579.5
394359,2021-08-31,137024.19,197006.0,198271.48,196427.86,163905.0,189579.5
394359,2021-09-30,137024.19,197006.0,198693.31,196427.86,166268.0,189579.5
394360,2021-06-30,167697.34,223105.0,223508.56,222977.36,207740.0,221301.0
394360,2021-07-31,167697.34,223105.0,223912.14,222977.36,207864.0,221301.0
394360,2021-08-31,167697.34,223105.0,224315.7,222977.36,208029.0,221301.0
394360,2021-09-30,167697.34,223105.0,224719.27,222977.36,209005.0,221301.0
394361,2021-06-30,385537.06,555952.0,557330.25,554194.75,455209.0,534301.5
394361,2021-07-31,385537.06,555952.0,558708.44,554194.75,456865.0,534301.5
394361,2021-08-31,385537.06,555952.0,560086.7,554194.75,462466.0,534301.5
394361,2021-09-30,385537.06,555952.0,561464.94,554194.75,470296.0,534301.5
394362,2021-06-30,196163.05,279465.0,280108.72,278612.4,236756.0,270068.25
394362,2021-07-31,196163.05,279465.0,280752.47,278612.4,237451.0,270068.25
394362,2021-08-31,196163.05,279465.0,281396.2,278612.4,238793.0,270068.25
394362,2021-09-30,196163.05,279465.0,282039.94,278612.4,240125.0,270068.25
394363,2021-06-30,91031.234,115217.0,115404.875,115042.34,107888.0,113237.25
394363,2021-07-31,91031.234,115217.0,115592.76,115042.34,107793.0,113237.25
394363,2021-08-31,91031.234,115217.0,115780.64,115042.34,107854.0,113237.25
394363,2021-09-30,91031.234,115217.0,115968.516,115042.34,108246.0,113237.25
394364,2021-06-30,47986.5,58116.0,58213.133,58115.68,57451.0,57940.0
394364,2021-07-31,47986.5,58116.0,58310.266,58115.68,57444.0,57940.0
394364,2021-08-31,47986.5,58116.0,58407.4,58115.68,57348.0,57940.0
394364,2021-09-30,47986.5,58116.0,58504.53,58115.68,57337.0,57940.0
394365,2021-06-30,111517.17,150586.0,150868.61,150487.45,141684.0,149373.5
394365,2021-07-31,111517.17,150586.0,151151.22,150487.45,142619.0,149373.5
394365,2021-08-31,111517.17,150586.0,151433.81,150487.45,142803.0,149373.5
394365,2021-09-30,111517.17,150586.0,151716.42,150487.45,142938.0,149373.5
394366,2021-06-30,79485.71,104593.0,104773.5,104545.88,100125.0,103710.25
394366,2021-07-31,79485.71,104593.0,104954.01,104545.88,100175.0,103710.25
394366,2021-08-31,79485.71,104593.0,105134.516,104545.88,100318.0,103710.25
394366,2021-09-30,79485.71,104593.0,105315.016,104545.88,100481.0,103710.25
394367,2021-06-30,171209.06,202984.0,203291.73,202803.22,194091.0,200973.0
394367,2021-07-31,171209.06,202984.0,203599.45,202803.22,193833.0,200973.0
394367,2021-08-31,171209.06,202984.0,203907.19,202803.22,194040.0,200973.0
394367,2021-09-30,171209.06,202984.0,204214.92,202803.22,194347.0,200973.0
394368,2021-06-30,106456.016,145632.0,145806.56,145428.3,127133.0,142875.0
394368,2021-07-31,106456.016,145632.0,145981.14,145428.3,127341.0,142875.0
394368,2021-08-31,106456.016,145632.0,146155.72,145428.3,128215.0,142875.0
394368,2021-09-30,106456.016,145632.0,146330.28,145428.3,129952.0,142875.0
394369,2021-06-30,99349.23,127313.0,127452.16,127132.68,112300.0,124757.75
394369,2021-07-31,99349.23,127313.0,127591.32,127132.68,112931.0,124757.75
394369,2021-08-31,99349.23,127313.0,127730.484,127132.68,113806.0,124757.75
394369,2021-09-30,99349.23,127313.0,127869.64,127132.68,114947.0,124757.75
394370,2021-06-30,125264.58,164361.0,164786.02,164295.3,156298.0,163225.75
394370,2021-07-31,125264.58,164361.0,165211.03,164295.3,156378.0,163225.75
394370,2021-08-31,125264.58,164361.0,165636.05,164295.3,156485.0,163225.75
394370,2021-09-30,125264.58,164361.0,166061.06,164295.3,156785.0,163225.75
394371,2021-06-30,90039.18,113772.0,113959.445,113699.125,108865.0,112692.25
394371,2021-07-31,90039.18,113772.0,114146.89,113699.125,108900.0,112692.25
394371,2021-08-31,90039.18,113772.0,114334.34,113699.125,108774.0,112692.25
394371,2021-09-30,90039.18,113772.0,114521.79,113699.125,108577.0,112692.25
394372,2021-06-30,110012.945,142470.0,142753.34,142411.78,134571.0,141493.25
394372,2021-07-31,110012.945,142470.0,143036.69,142411.78,135767.0,141493.25
394372,2021-08-31,110012.945,142470.0,143320.03,142411.78,136512.0,141493.25
394372,2021-09-30,110012.945,142470.0,143603.38,142411.78,137487.0,141493.25
394373,2021-06-30,139736.1,197959.0,198311.0,197784.98,175046.0,195402.75
394373,2021-07-31,139736.1,197959.0,198663.02,197784.98,177268.0,195402.75
394373,2021-08-31,139736.1,197959.0,199015.02,197784.98,179127.0,195402.75
394373,2021-09-30,139736.1,197959.0,199367.02,197784.98,181625.0,195402.75
394374,2021-06-30,75678.18,85205.0,85309.695,85182.55,82108.0,85031.75
394374,2021-07-31,75678.18,85205.0,85414.39,85182.55,82224.0,85031.75
394374,2021-08-31,75678.18,85205.0,85519.086,85182.55,82290.0,85031.75
394374,2021-09-30,75678.18,85205.0,85623.78,85182.55,82279.0,85031.75
394375,2021-06-30,96633.63,127490.0,127796.26,127419.11,118124.0,126448.75
394375,2021-07-31,96633.63,127490.0,128102.516,127419.11,118305.0,126448.75
394375,2021-08-31,96633.63,127490.0,128408.77,127419.11,118857.0,126448.75
394375,2021-09-30,96633.63,127490.0,128715.03,127419.11,119507.0,126448.75
394376,2021-06-30,104101.4,132034.0,132531.67,131905.12,127436.0,130303.5
394376,2021-07-31,104101.4,132034.0,133029.36,131905.12,127777.0,130303.5
394376,2021-08-31,104101.4,132034.0,133527.03,131905.12,128111.0,130303.5
394376,2021-09-30,104101.4,132034.0,134024.72,131905.12,128220.0,130303.5
394377,2021-06-30,119332.65,163779.0,164022.89,163700.08,152101.0,162349.0
394377,2021-07-31,119332.65,163779.0,164266.8,163700.08,153129.0,162349.0
394377,2021-08-31,119332.65,163779.0,164510.69,163700.08,153605.0,162349.0
394377,2021-09-30,119332.65,163779.0,164754.58,163700.08,154076.0,162349.0
394378,2021-06-30,288886.9,504676.0,506108.56,504189.7,436027.0,496064.25
394378,2021-07-31,288886.9,504676.0,507541.16,504189.7,436626.0,496064.25
394378,2021-08-31,288886.9,504676.0,508973.72,504189.7,441406.0,496064.25
394378,2021-09-30,288886.9,504676.0,510406.3,504189.7,447805.0,496064.25
394379,2021-06-30,151036.61,194486.0,194681.33,194369.23,184134.0,193059.75
394379,2021-07-31,151036.61,194486.0,194876.66,194369.23,185056.0,193059.75
394379,2021-08-31,151036.61,194486.0,195071.98,194369.23,185134.0,193059.75
394379,2021-09-30,151036.61,194486.0,195267.31,194369.23,185285.0,193059.75
394380,2021-06-30,296886.06,557470.0,559018.4,555452.1,451144.0,532828.5
394380,2021-07-31,296886.06,557470.0,560566.8,555452.1,448705.0,532828.5
394380,2021-08-31,296886.06,557470.0,562115.2,555452.1,451536.0,532828.5
394380,2021-09-30,296886.06,557470.0,563663.6,555452.1,456400.0,532828.5
394381,2021-06-30,43058.484,52297.0,52543.69,52369.543,53067.0,53438.75
394381,2021-07-31,43058.484,52297.0,52790.387,52369.543,53849.0,53438.75
394381,2021-08-31,43058.484,52297.0,53037.08,52369.543,53831.0,53438.75
394381,2021-09-30,43058.484,52297.0,53283.773,52369.543,53831.0,53438.75
394382,2021-06-30,203428.67,254339.0,254842.72,254080.12,232188.0,250580.25
394382,2021-07-31,203428.67,254339.0,255346.42,254080.12,233635.0,250580.25
394382,2021-08-31,203428.67,254339.0,255850.12,254080.12,233739.0,250580.25
394382,2021-09-30,203428.67,254339.0,256353.84,254080.12,234621.0,250580.25
394383,2021-06-30,104984.5,140784.0,141072.02,140629.3,127795.0,138533.25
394383,2021-07-31,104984.5,140784.0,141360.03,140629.3,128064.0,138533.25
394383,2021-08-31,104984.5,140784.0,141648.06,140629.3,128558.0,138533.25
394383,2021-09-30,104984.5,140784.0,141936.08,140629.3,129131.0,138533.25
394384,2021-06-30,108775.484,145942.0,146158.1,145820.16,133542.0,144404.75
394384,2021-07-31,108775.484,145942.0,146374.2,145820.16,133684.0,144404.75
394384,2021-08-31,108775.484,145942.0,146590.3,145820.16,134257.0,144404.75
394384,2021-09-30,108775.484,145942.0,146806.39,145820.16,134824.0,144404.75
394385,2021-06-30,92028.04,124347.0,124897.234,124263.484,115513.0,123204.0
394385,2021-07-31,92028.04,124347.0,125447.46,124263.484,115548.0,123204.0
394385,2021-08-31,92028.04,124347.0,125997.695,124263.484,115660.0,123204.0
394385,2021-09-30,92028.04,124347.0,126547.93,124263.484,116218.0,123204.0
394386,2021-06-30,233619.33,297258.0,297905.84,297052.75,270465.0,294542.25
394386,2021-07-31,233619.33,297258.0,298553.72,297052.75,268986.0,294542.25
394386,2021-08-31,233619.33,297258.0,299201.56,297052.75,267950.0,294542.25
394386,2021-09-30,233619.33,297258.0,299849.44,297052.75,272963.0,294542.25
394387,2021-06-30,106449.26,138895.0,139154.6,138661.1,125082.0,136138.25
394387,2021-07-31,106449.26,138895.0,139414.19,138661.1,126412.0,136138.25
394387,2021-08-31,106449.26,138895.0,139673.78,138661.1,127447.0,136138.25
394387,2021-09-30,106449.26,138895.0,139933.38,138661.1,128446.0,136138.25
394388,2021-06-30,146322.55,198344.0,198660.62,198104.27,179173.0,195172.0
394388,2021-07-31,146322.55,198344.0,198977.25,198104.27,179629.0,195172.0
394388,2021-08-31,146322.55,198344.0,199293.86,198104.27,180798.0,195172.0
394388,2021-09-30,146322.55,198344.0,199610.48,198104.27,182479.0,195172.0
