unique_id,ds,yhat
394486,2021 Sep,193774.74094777432
394488,2021 Jun,143767.05852910905
394488,2021 Jul,144845.0429006237
394488,2021 Aug,145252.9602965782
394488,2021 Sep,145281.31380700722
394489,2021 Jun,200409.2994693303
394489,2021 Jul,202841.97116812604
394489,2021 Aug,205283.29050284962
394489,2021 Sep,207796.10438097786
394490,2021 Jun,129781.63876120602
394490,2021 Jul,130403.319609062
394490,2021 Aug,130978.47032393304
394490,2021 Sep,131566.94287387969
394491,2021 Jun,194058.62477374042
394491,2021 Jul,194828.70696962613
394491,2021 Aug,195970.72458418086
394491,2021 Sep,196935.10994449386
394492,2021 Jun,254036.48896600242
394492,2021 Jul,257865.01577405375
394492,2021 Aug,261324.5958507663
394492,2021 Sep,264636.7042373994
394493,2021 Jun,332265.4429786226
394493,2021 Jul,338191.0492575284
394493,2021 Aug,342451.9313045358
394493,2021 Sep,346712.8133515433
394494,2021 Jun,92189.0136487462
394494,2021 Jul,92919.14965672596
394494,2021 Aug,93515.8463844568
394494,2021 Sep,94000.3581687017
394495,2021 Jun,194292.87127222988
394495,2021 Jul,197654.87829467125
394495,2021 Aug,200188.82273795264
394495,2021 Sep,202659.91610546142
394496,2021 Jun,279266.11036908836
394496,2021 Jul,283851.8139730564
394496,2021 Aug,288197.1537536812
394496,2021 Sep,292712.6234534129
394498,2021 Jun,107865.3641893699
394498,2021 Jul,108825.22148303909
394498,2021 Aug,109387.91315557194
394498,2021 Sep,110103.08135012415
394499,2021 Jun,108082.01585100166
394499,2021 Jul,108362.82590235301
394499,2021 Aug,108724.94255280693
394499,2021 Sep,109067.06917618838
394500,2021 Jun,181378.98344067083
394500,2021 Jul,182987.3586788578
394500,2021 Aug,184339.19948327972
394500,2021 Sep,185744.29328866507
394501,2021 Jun,124777.96067704863
394501,2021 Jul,125757.68997585188
394501,2021 Aug,126191.85000361293
394501,2021 Sep,126603.56610524142
394502,2021 Jun,188158.11115119176
394502,2021 Jul,189369.81265999668
394502,2021 Aug,190542.67435349367
394502,2021 Sep,191723.54103529907
394503,2021 Jun,121252.74755906643
394503,2021 Jul,121813.56062279949
394503,2021 Aug,122521.16462860917
394503,2021 Sep,123186.85688150178
394504,2021 Jun,142333.18122387026
394504,2021 Jul,143049.31808940787
394504,2021 Aug,143936.84481968748
394504,2021 Sep,144775.56323827826
394505,2021 Jun,422314.9685380875
394505,2021 Jul,427350.8632203934
394505,2021 Aug,430005.9239130722
394505,2021 Sep,432752.42850268027
394506,2021 Jun,126005.0922546682
394506,2021 Jul,126584.90349096707
394506,2021 Aug,127219.77447012592
394506,2021 Sep,127934.29043947133
394507,2021 Jun,146765.88572022814
394507,2021 Jul,147397.92308651406
394507,2021 Aug,148214.94181667204
394507,2021 Sep,149031.96054683003
394508,2021 Jun,283103.9308964171
394508,2021 Jul,285675.2033754226
394508,2021 Aug,287450.62669241417
394508,2021 Sep,289226.0500094057
394509,2021 Jun,213095.49089198696
394509,2021 Jul,215679.41942605856
394509,2021 Aug,217851.14559257263
394509,2021 Sep,219866.6399924682
394511,2021 Jun,157298.79500059504
394511,2021 Jul,158249.5317459678
394511,2021 Aug,159272.07462149614
394511,2021 Sep,160294.61749702448
394513,2021 Jun,109273.450517325
394513,2021 Jul,110690.63072499781
394513,2021 Aug,111223.80143335964
394513,2021 Sep,112129.18659050076
394514,2021 Jun,302696.0905607252
394514,2021 Jul,308912.97601133294
394514,2021 Aug,314558.92694817286
